begin,end,participant,utterance,translation,source,language,langshort,langfull,corpus,duration,uid,nature,nwords,nchar,n,rank,total,freq,source_raw,phonetic,overlap,priorby,FTO,overlapped,talk_all,talk_rel,load,transitions,turns_all,turns_rel,participants,rank_perc,freq_perc,streak,is_streak,focus,scope,participant_int,begin0,end0,participation
571930,574820,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,2890,korean-059-264-571930,talk,5,50,1,53,25706834,3.8900161723532347e-8,NA,NA,partial,other,-760,overlapped,10700,0.370093457943925,0.900673400673401,3,5,0.4,2,71,40,NA,0,NA,korean-059-285-606020,2,2610,5500,dyadic
574740,575390,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,650,korean-059-265-574740,talk,1,4,4687,1,25706834,1.8232505799819612e-4,NA,NA,partial,other,-80,overlapped,9950,0.602010050251256,0.994005994005994,4,5,0.6,2,8,96,NA,0,NA,korean-059-285-606020,1,5420,6070,dyadic
575160,576600,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,1440,korean-059-266-575160,talk,1,10,1,53,25706834,3.8900161723532347e-8,NA,NA,partial,other,-230,NA,11390,0.474100087796313,1.01515151515152,5,6,0.5,2,71,40,NA,0,NA,korean-059-285-606020,2,5840,7280,dyadic
577780,579280,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,1500,korean-059-267-577780,talk,3,33,1,53,25706834,3.8900161723532347e-8,NA,NA,NA,other,1180,overlapped,8720,0.380733944954128,0.875502008032129,5,6,0.5,2,71,40,NA,0,NA,korean-059-285-606020,1,8460,9960,dyadic
579220,582010,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,2790,korean-059-268-579220,talk,7,63,1,53,25706834,3.8900161723532347e-8,NA,NA,partial,other,-60,NA,11510,0.711555169417897,0.907013396375098,6,7,0.571428571428571,2,71,40,NA,0,NA,korean-059-285-606020,2,9900,12690,dyadic
582080,583790,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,1710,korean-059-269-582080,talk,2,16,1,53,25706834,3.8900161723532347e-8,NA,NA,NA,other,70,NA,8090,0.477132262051916,0.893922651933702,4,5,0.6,2,71,40,NA,0,NA,korean-059-285-606020,1,12760,14470,dyadic
584390,585820,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,1430,korean-059-270-584390,talk,3,13,1,53,25706834,3.8900161723532347e-8,NA,NA,NA,other,600,overlapped,9520,0.59453781512605,0.859205776173285,5,6,0.5,2,71,40,NA,0,NA,korean-059-285-606020,2,15070,16500,dyadic
585460,586420,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,960,korean-059-271-585460,talk,3,10,1,53,25706834,3.8900161723532347e-8,NA,NA,partial,other,-360,overlapped,8390,0.497020262216925,0.971064814814815,4,5,0.6,2,71,40,NA,0,NA,korean-059-285-606020,1,16140,17100,dyadic
586290,588920,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,2630,korean-059-272-586290,talk,3,27,1,53,25706834,3.8900161723532347e-8,NA,NA,partial,other,-130,NA,11020,0.621597096188748,0.989228007181329,5,6,0.5,2,71,40,NA,0,NA,korean-059-285-606020,2,16970,19600,dyadic
588950,589450,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,500,korean-059-273-588950,talk,1,2,1608,2,25706834,6.255146005144002e-5,NA,NA,NA,other,30,overlapped,10020,0.316367265469062,0.979472140762463,5,6,0.5,2,14,87,1,1,NA,korean-059-285-606020,1,19630,20130,dyadic
589170,590490,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,1320,korean-059-274-589170,talk,2,19,1,53,25706834,3.8900161723532347e-8,NA,NA,partial,other,-280,overlapped,11340,0.720458553791887,1.00621118012422,6,7,0.571428571428571,2,71,40,NA,0,NA,korean-059-285-606020,2,19850,21170,dyadic
590460,590870,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,410,korean-059-275-590460,talk,1,2,1608,2,25706834,6.255146005144002e-5,NA,NA,partial,other,-30,NA,8960,0.399553571428571,1.0193401592719,6,7,0.571428571428571,2,14,87,2,1,NA,korean-059-285-606020,1,21140,21550,dyadic
591320,592950,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,1630,korean-059-276-591320,talk,3,19,1,53,25706834,3.8900161723532347e-8,NA,NA,NA,other,450,overlapped,10590,0.66194523135033,0.974241030358786,7,8,0.5,2,71,40,NA,0,NA,korean-059-285-606020,2,22000,23630,dyadic
592910,593520,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,610,korean-059-277-592910,talk,1,4,4687,1,25706834,1.8232505799819612e-4,NA,NA,partial,other,-40,overlapped,9490,0.261327713382508,1.039430449069,7,8,0.5,2,8,96,3,1,NA,korean-059-285-606020,1,23590,24200,dyadic
593340,595000,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,1660,korean-059-278-593340,talk,2,14,1,53,25706834,3.8900161723532347e-8,NA,NA,partial,other,-180,overlapped,11150,0.777578475336323,1.05089538171536,8,9,0.555555555555556,2,71,40,NA,0,NA,korean-059-285-606020,2,24020,25680,dyadic
594220,594600,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,380,korean-059-279-594220,talk,1,4,4687,1,25706834,1.8232505799819612e-4,NA,NA,full,other,-780,NA,11530,0.248048568950564,1.08671065032988,9,10,0.5,2,8,96,4,1,NA,korean-059-285-606020,1,24900,25280,dyadic
595110,600090,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,4980,korean-059-280-595110,talk,11,74,1,53,25706834,3.8900161723532347e-8,NA,NA,NA,other,510,overlapped,15080,0.810344827586207,1.03075871496924,9,10,0.5,2,71,40,NA,0,NA,korean-059-285-606020,2,25790,30770,dyadic
599810,600230,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,420,korean-059-281-599810,talk,1,4,4687,1,25706834,1.8232505799819612e-4,NA,NA,partial,other,-280,NA,10090,0.180376610505451,1.03275332650972,6,7,0.571428571428571,2,8,96,5,1,NA,korean-059-285-606020,1,30490,30910,dyadic
601200,602690,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,1490,korean-059-282-601200,talk,2,25,1,53,25706834,3.8900161723532347e-8,NA,NA,NA,other,970,overlapped,11170,0.873769024171889,0.982409850483729,6,7,0.571428571428571,2,71,40,NA,0,NA,korean-059-285-606020,2,31880,33370,dyadic
602630,603110,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,480,korean-059-283-602630,talk,1,4,4687,1,25706834,1.8232505799819612e-4,NA,NA,partial,other,-60,overlapped,10020,0.188622754491018,0.982352941176471,6,7,0.571428571428571,2,8,96,6,1,NA,korean-059-285-606020,1,33310,33790,dyadic
602740,605980,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,3240,korean-059-284-602740,talk,5,65,1,53,25706834,3.8900161723532347e-8,NA,NA,partial,other,2510,NA,13260,0.857466063348416,1.01453710788064,7,8,0.5,2,71,40,NA,0,NA,korean-059-285-606020,2,33420,36660,dyadic
606020,606530,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,510,korean-059-285-606020,talk,1,4,4687,1,25706834,1.8232505799819612e-4,NA,NA,NA,other,40,overlapped,6140,0.229641693811075,0.913690476190476,4,5,0.6,2,8,96,7,1,focus,korean-059-285-606020,1,36700,37210,dyadic
606340,612250,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,5910,korean-059-286-606340,talk,14,109,1,53,25706834,3.8900161723532347e-8,NA,NA,partial,other,-190,overlapped,12050,0.88298755186722,0.968649517684887,5,6,0.5,2,71,40,NA,0,NA,korean-059-285-606020,2,37020,42930,dyadic
611970,612910,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,940,korean-059-287-611970,talk,1,10,1,53,25706834,3.8900161723532347e-8,NA,NA,partial,other,-280,overlapped,11080,0.174187725631769,1.07782101167315,4,5,0.6,2,71,40,NA,0,NA,korean-059-285-606020,1,42650,43590,dyadic
612820,615670,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,2850,korean-059-288-612820,talk,6,50,1,53,25706834,3.8900161723532347e-8,NA,NA,partial,other,-90,overlapped,10210,0.857982370225269,1.0580310880829,3,4,0.5,2,71,40,NA,0,NA,korean-059-285-606020,2,43500,46350,dyadic
615630,616090,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,460,korean-059-289-615630,talk,1,2,1608,2,25706834,6.255146005144002e-5,NA,NA,partial,other,-40,NA,10670,0.179006560449859,1.05958291956306,4,5,0.6,2,14,87,NA,0,NA,korean-059-285-606020,1,46310,46770,dyadic
616490,619720,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,3230,korean-059-290-616490,talk,6,68,1,53,25706834,3.8900161723532347e-8,NA,NA,NA,other,400,NA,7480,0.812834224598931,0.965161290322581,3,4,0.5,2,71,40,NA,0,NA,korean-059-285-606020,2,47170,50400,dyadic
619930,620400,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,470,korean-059-291-619930,talk,1,4,4687,1,25706834,1.8232505799819612e-4,NA,NA,NA,other,210,overlapped,7950,0.235220125786164,0.943060498220641,4,5,0.6,2,8,96,1,1,NA,korean-059-285-606020,1,50610,51080,dyadic
620290,624150,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,3860,korean-059-292-620290,talk,7,43,1,53,25706834,3.8900161723532347e-8,NA,NA,partial,other,-110,NA,11810,0.841659610499577,0.969622331691297,5,6,0.5,2,71,40,NA,0,NA,korean-059-285-606020,2,50970,54830,dyadic
625510,626670,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,1160,korean-059-293-625510,talk,3,23,1,53,25706834,3.8900161723532347e-8,NA,NA,NA,self,NA,NA,9180,0.898692810457516,0.831521739130435,3,5,0.6,2,71,40,NA,0,NA,korean-059-285-606020,2,56190,57350,dyadic
628280,629670,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,1390,korean-059-294-628280,talk,2,32,1,53,25706834,3.8900161723532347e-8,NA,NA,NA,self,NA,overlapped,6880,0.931686046511628,0.706365503080082,1,4,0.75,2,71,40,NA,0,NA,korean-059-285-606020,2,58960,60350,dyadic
629660,630110,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,450,korean-059-295-629660,talk,1,4,4687,1,25706834,1.8232505799819612e-4,NA,NA,partial,other,-10,overlapped,7330,0.125511596180082,0.720039292730845,2,5,0.4,2,8,96,2,1,NA,korean-059-285-606020,1,60340,60790,dyadic
629860,632070,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,2210,korean-059-296-629860,talk,3,39,1,53,25706834,3.8900161723532347e-8,NA,NA,partial,other,-250,NA,9540,0.90356394129979,0.785831960461285,3,6,0.666666666666667,2,71,40,NA,0,NA,korean-059-285-606020,2,60540,62750,dyadic
632230,632720,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,490,korean-059-297-632230,talk,1,4,4687,1,25706834,1.8232505799819612e-4,NA,NA,NA,other,160,NA,5700,0.164912280701754,0.790568654646325,3,5,0.4,2,8,96,3,1,NA,korean-059-285-606020,1,62910,63400,dyadic
632820,637690,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,4870,korean-059-298-632820,talk,13,134,1,53,25706834,3.8900161723532347e-8,NA,NA,NA,other,100,overlapped,10570,0.911069063386944,0.867816091954023,4,6,0.666666666666667,2,71,40,NA,0,NA,korean-059-285-606020,2,63500,68370,dyadic
637580,638090,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,510,korean-059-299-637580,talk,1,4,4687,1,25706834,1.8232505799819612e-4,NA,NA,partial,other,-110,NA,9920,0.14616935483871,1.0112130479103,5,6,0.5,2,8,96,4,1,NA,korean-059-285-606020,1,68260,68770,dyadic
638150,641900,B,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,3750,korean-059-300-638150,talk,7,72,1,53,25706834,3.8900161723532347e-8,NA,NA,NA,other,60,NA,13670,0.893928310168252,1.00367107195301,6,7,0.571428571428571,2,71,40,NA,0,NA,korean-059-285-606020,2,68830,72580,dyadic
642210,642730,A,NA,NA,/korean1/6546,korean,Korean,Korean,korean1,520,korean-059-301-642210,talk,1,4,4687,1,25706834,1.8232505799819612e-4,NA,NA,NA,other,310,overlapped,10140,0.149901380670611,0.965714285714286,4,5,0.6,2,8,96,5,1,NA,korean-059-285-606020,1,72890,73410,dyadic
